Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Stiles West, Colliers Wood SW19","£850,000",Apartment,3.0,3.0,"1,123 sq ft"
"Kidbrooke Village, Kidbrooke, SE3","£850,000",Apartment,3.0,3.0,"1,234 sq ft"
"Halstead Gardens, Winchmore Hill, London, N21","£850,000",End of Terrace,4.0,2.0,Ask agent
"Worple Road, London, SW20","£850,000",Flat,2.0,2.0,911 sq ft
"Norlington Road, Leytonstone","£850,000",Terraced,5.0,2.0,Ask agent
"Brock Street, Euston","£850,000",Flat,2.0,2.0,Ask agent
"The Gateways, Park Lane, Richmond, TW9","£850,000",House,2.0,2.0,Ask agent
"Vicarage Court, Vicarage Gate, London, W8","£850,000",Apartment,2.0,1.0,Ask agent
"New Kings Road, 
Parsons Green, SW6","£850,000",Maisonette,2.0,1.0,"1,161 sq ft"
"Wentworth Park, London, N3","£850,000",Apartment,3.0,1.0,"1,083 sq ft"
"Avantgarde Place, Spitalfields","£850,000",Flat,2.0,1.0,Ask agent
"Sheldon Square, Maida Vale, London, W2","£850,000",Flat,3.0,2.0,968 sq ft
"Acton Street, King's Cross","£850,000",Flat,2.0,1.0,Ask agent
Gladwin Tower,"£850,000",Apartment,2.0,2.0,815 sq ft
"Royal Crescent, London, W11","£850,000",Flat,1.0,1.0,590 sq ft
"Nightingale Avenue, Highams Park , London. E4 9RG","£850,000",Semi-Detached,4.0,3.0,Ask agent
"Melrose Gardens, London","£850,000",Flat,3.0,2.0,Ask agent
"Newton Street, London, WC2B","£850,000",Apartment,2.0,2.0,704 sq ft
"Wedderburn Road, Belsize Park","£850,000",Flat,2.0,1.0,Ask agent
"Weymouth Building, Elephant Park, London","£850,000",Apartment,2.0,2.0,861 sq ft
"The Avenue, London, E11","£850,000",Flat,2.0,2.0,"1,167 sq ft"
"Chester Crescent, Hackney","£850,000",House,3.0,2.0,"1,114 sq ft"
"Pentonville Road, London, N1","£850,000",Apartment,2.0,2.0,842 sq ft
"Ellesmere Road, Dollis Hill","£850,000",Semi-Detached,3.0,1.0,Ask agent
"Lichfield Grove, Finchley, London, N3","£850,000",Semi-Detached,3.0,1.0,Ask agent
"Visage Apartments, Winchester Road, London, NW3","£850,000",Apartment,2.0,2.0,970 sq ft
"Wingfield Road, Kingston upon Thames, KT2","£850,000",Bungalow,3.0,1.0,Ask agent
"Legacy Building, Embassy Gardens, Nine Elms, SW11","£850,000",Apartment,1.0,1.0,Ask agent
"Bloomsbury Square, London","£850,000",Flat,1.0,1.0,Ask agent
"Victoria Yard, Fairclough Street, London, E1","£850,000",End of Terrace,3.0,3.0,"1,641 sq ft"
"Crewys Road, Lower Nunhead","£850,000",Terraced,3.0,1.0,Ask agent
"-8 Bloomsbury Square, 
Covent Garden, WC1A","£850,000",Flat,1.0,1.0,Ask agent
"Medawar Drive, Mill Hill East, London, NW7","£850,000",Flat,3.0,2.0,"1,588 sq ft"
"Jonathan Street, Graphite Square","£850,000",Flat,2.0,2.0,786 sq ft
"Avantgarde Place, London, E1","£850,000",Flat,3.0,2.0,958 sq ft
"Boss House, Boss Street, SE1","£850,000",Apartment,2.0,2.0,Ask agent
"Buckland Crescent, Belsize Park, London, NW3","£850,000",Flat,2.0,2.0,844 sq ft
"Ferraro House, Elephant Park, Elephant & Castle","£850,000",Apartment,2.0,2.0,854 sq ft
"Balmoral House, Earls Way, SE1","£850,000",Apartment,1.0,1.0,Ask agent
"Gloucester Terrace, Westminster, Paddington, W2","£850,000",Apartment,2.0,2.0,Ask agent
"Joanne House, Queensborough Mews, London, W2","£850,000",Apartment,3.0,2.0,802 sq ft
"Wilcox Close, Vauxhall, London, SW8","£850,000",House,4.0,2.0,"1,145 sq ft"
"Wentworth Park, London,, N3","£850,000",Apartment,3.0,2.0,Ask agent
"Keystone Crescent, King's Cross","£850,000",Flat,2.0,1.0,Ask agent
"Earl`s Court Square, London, SW5","£850,000",Apartment,2.0,1.0,731 sq ft
"Basin Approach, 
Canary Wharf, E14","£850,000",Flat,3.0,3.0,"1,334 sq ft"
"Shernhall Street, Walthamstow","£850,000",Terraced,5.0,2.0,Ask agent
"Shoreditch Parkside, Marketing Suite, Mono Tower, Hoxton Press, Penn Street, London, N1","£850,000",Apartment,2.0,2.0,753 sq ft
"Falcon Wharf, 
34 Lombard Road, SW11","£850,000",Flat,2.0,1.0,958 sq ft
"Nell Gwynn House, Sloane Avenue, SW3","£850,000",Flat,1.0,1.0,401 sq ft
"Mayfield Road, N8","£850,000",Maisonette,3.0,1.0,Ask agent
"Lombard Wharf, Lombard Road, Battersea, London, SW11","£850,000",Flat,2.0,1.0,779 sq ft
"Culford Mews, London, N1","£850,000",House,2.0,2.0,848 sq ft
"St. Stephens Gardens, 
Notting Hill, W2","£850,000",Flat,1.0,1.0,679 sq ft
"Christchurch Way, LONDON, SE10","£850,000",Terraced,3.0,2.0,"1,114 sq ft"
"Monmouth Road, Westbourne Grove, London, W2","£850,000",Maisonette,3.0,2.0,737 sq ft
"Denmark Hill, London, SE5","£850,000",Flat,3.0,,"1,123 sq ft"
"Token Yard, 
Putney High Street, SW15","£850,000",Terraced,3.0,2.0,984 sq ft
"Sylvester Path, Hackney","£850,000",House,4.0,3.0,"1,110 sq ft"
"Railton Road, London, SE24","£850,000",Terraced,3.0,1.0,"1,158 sq ft"
"Radbourne Road, Balham","£850,000",Flat,3.0,2.0,Ask agent
"Denmark Hill, Camberwell, SE5","£850,000",Flat,3.0,2.0,"1,166 sq ft"
"Clerkenwell, Old Street, London, EC1V","£850,000",Flat,2.0,2.0,999 sq ft
"Lyham Road, Brixton","£850,000",Terraced,2.0,1.0,Ask agent
"Fishponds Road, London, SW17","£850,000",House,3.0,1.0,Ask agent
"Ridgdale Street, Tower Hamlets, London, E3","£850,000",House,3.0,1.0,"1,321 sq ft"
"Chepstow Place, 
Notting Hill, W2","£850,000",Flat,1.0,1.0,600 sq ft
"Lyndale Avenue, London, NW2","£850,000",Ground Flat,2.0,1.0,Ask agent
"The Textile Building, Hackney, E9","£850,000",Flat,2.0,2.0,"1,114 sq ft"
"Hichisson Road, Peckham","£850,000",Terraced,3.0,1.0,Ask agent
"Crooms Hill, London, SE10","£850,000",Flat,2.0,1.0,"1,300 sq ft"
"Beaufort Square, Colindale, London, NW9","£850,000",Flat,3.0,2.0,"1,172 sq ft"
"Blackfriars Road, London","£850,000",Apartment,1.0,1.0,689 sq ft
"Bridgewater Square, London","£850,000",Flat,3.0,2.0,Ask agent
"The Lincoln, Gray's Inn Road, WC1X","£850,000",Apartment,1.0,1.0,527 sq ft
"The Square, Parsons Green Lane, London, SW6","£850,000",Apartment,2.0,2.0,959 sq ft
"The Vale, London","£850,000",Semi-Detached,3.0,2.0,"1,389 sq ft"
"Lenham Road, Lee","£850,000",Terraced,3.0,2.0,Ask agent
"Coleridge Gardens, Chelsea","£850,000",Flat,1.0,1.0,Ask agent
"Flat 7, Lamb Mews, London Fields, E8","£850,000",Duplex,2.0,1.0,795 sq ft
"Grosvenor Road, Pimlico, London, SW1V","£850,000",Flat,1.0,1.0,603 sq ft
"Murchison Road, London, E10","£850,000",Terraced,3.0,2.0,"1,537 sq ft"
"Boss Street, Shad Thames","£850,000",Flat,2.0,2.0,Ask agent
"Bluewater House, Riverside West, London, SW18","£850,000",Apartment,2.0,2.0,Ask agent
"Blair Court, 2 Boundary Road, London","£850,000",Apartment,2.0,1.0,823 sq ft
"Taunton Road, Hither Green","£850,000",Terraced,4.0,1.0,Ask agent
"Lower Richmond Road, Richmond, TW9","£850,000",Terraced,3.0,2.0,Ask agent
"Wharncliffe Gardens, London, SE25","£850,000",House,3.0,1.0,Ask agent
"Courtfield Gardens, London, SW5","£850,000",Apartment,2.0,1.0,716 sq ft
"Madeira Tower, The Residence","£850,000",Apartment,2.0,2.0,763 sq ft
"Beaufort Street, SW3","£850,000",Flat,3.0,2.0,893 sq ft
"Lancaster Place, Wimbledon Village, SW19","£850,000",Link Detached House,1.0,1.0,669 sq ft
"Hillgate Place, 
Clapham South, SW12","£850,000",Maisonette,2.0,2.0,"1,201 sq ft"
"Goodman Fields, Aldgate East, E1","£850,000",Apartment,1.0,1.0,544 sq ft
"Brookwood Road, London, SW18","£850,000",End of Terrace,,,"2,068 sq ft"
"Southfield Road, London, W4","£850,000",Maisonette,4.0,3.0,"1,746 sq ft"
"Lamb Lane, London Fields, London, E8","£850,000",Apartment,2.0,1.0,843 sq ft
"L-000914, 4 Circus Road West, Battersea","£850,000",Apartment,1.0,1.0,Ask agent
"All Saints Passage, SW18","£850,000",Penthouse,2.0,2.0,844 sq ft
"Arlington Road, London, N14","£850,000",Semi-Detached,3.0,2.0,"1,184 sq ft"
"Riverlight Four, Riverlight Quay","£850,000",Apartment,2.0,2.0,794 sq ft
"Avenir House, Forrester Way, London, E15","£850,000",Apartment,3.0,2.0,Ask agent
"Eagle Point, City Road, Old Street, London, EC1V","£850,000",Apartment,3.0,2.0,922 sq ft
"Brecon Road, Hammersmith, London, W6","£850,000",House,5.0,2.0,Ask agent
"Shore Place, South Hackney, London, E9","£850,000",Flat,3.0,2.0,851 sq ft
"Lyndhurst Avenue, Whitton","£850,000",Semi-Detached,4.0,2.0,Ask agent
"Lord Kensington House, 5 Radnor Terrace, London, W14","£850,000",Flat,1.0,1.0,517 sq ft
"Earls Court Road, Earls Court, London, SW5","£850,000",Flat,3.0,2.0,917 sq ft
"Chobham Road, Stratford, E15","£850,000",Terraced,4.0,2.0,Ask agent
"George Street, Marylebone","£850,000",Apartment,1.0,1.0,642 sq ft
"Crown Court, Covent Garden, London","£850,000",Flat,1.0,1.0,Ask agent
"Asquith House, W2","£850,000",Flat,1.0,1.0,Ask agent
"Kimberley Avenue, Upper Nunhead","£850,000",Terraced,3.0,1.0,Ask agent
Jeddo Road W12,"£850,000",Maisonette,3.0,2.0,Ask agent
"Northampton Grove, London, N1","£850,000",Semi-Detached,3.0,1.0,Ask agent
"The Drive, London, SW20","£850,000",Flat,3.0,2.0,"1,410 sq ft"
"Rosary Gardens, South Kensington, SW7","£850,000",Apartment,1.0,1.0,593 sq ft
"Higham House East, Carnwath Road, Fulham, SW6","£850,000",Flat,2.0,2.0,922 sq ft
"Westrovia Court, Pimlico, London, SW1V","£850,000",Flat,2.0,2.0,"1,034 sq ft"
"Ability Place, 
Canary Wharf, E14","£850,000",Flat,2.0,2.0,"1,122 sq ft"
"Wentworth Park, London, N3","£850,000",Apartment,2.0,1.0,685 sq ft
"Penrhyn Crescent, London, E17","£850,000",House,4.0,3.0,Ask agent
"Woodgrange Avenue, Ealing Common, London, W5","£850,000",Flat,3.0,1.0,"1,071 sq ft"
"Clerkenwell Road, 
Clerkenwell, EC1M","£850,000",Flat,2.0,2.0,Ask agent
"Trematon Walk, London N1","£849,999",,2.0,2.0,Ask agent
"Brent House, Nine Elms, SW8","£849,999",Apartment,2.0,2.0,786 sq ft
"Mulgrave Road, London, NW10","£849,999",End of Terrace,4.0,2.0,Ask agent
"Kensington Court, London, W8","£849,995",Apartment,2.0,1.0,651 sq ft
"The Cheyne Residences, 111 & 112 Cheyne Walk, London, SW10 0DJ","£849,995",Flat,1.0,1.0,524 sq ft
"Kensington Court, Kensington, LONDON, W8","£849,995",Flat,2.0,1.0,661 sq ft
"Carlow House, Carlow Street, Camden, NW1","£849,995",Apartment,2.0,1.0,Ask agent
"Canada Wharf, 255 Rotherhithe Street, London, SE16 5ES","£849,995",Flat,2.0,2.0,Ask agent
"Netherhall Gardens, 
Hampstead, NW3","£849,950",Flat,2.0,1.0,Ask agent
"Third Cross Road, Twickenham","£849,950",Terraced,4.0,3.0,Ask agent
"Sidney Avenue, Palmers Green, N13","£849,950",Semi-Detached,5.0,1.0,Ask agent
"Linden Gardens, London, W4","£849,950",Flat,2.0,2.0,"1,205 sq ft"
"Ridley Road, London, NW10","£849,950",Apartment,3.0,3.0,Ask agent
"Links View Road, Hampton Hill","£849,950",House,3.0,1.0,Ask agent
"House 3, Little Park Gardens, Enfield","£849,950",Semi-Detached,4.0,4.0,"1,281 sq ft"
"Edgware Road, Little Venice W2","£849,950",Apartment,2.0,2.0,"1,008 sq ft"
"Mawson Close, Wimbledon Chase","£849,950",Semi-Detached,3.0,1.0,Ask agent
"Berglen Court, E14","£849,000",Apartment,3.0,2.0,"1,270 sq ft"
"Blantyre Walk, London, SW10","£849,000",Apartment,3.0,1.0,979 sq ft
"Blantyre Walk, SW10","£849,000",Flat,3.0,1.0,870 sq ft
"The Claves, Millbrook Park, Mill Hill, London, NW7","£848,000",Duplex,2.0,2.0,"1,155 sq ft"
"Athlone Mansions, Ladbroke Grove, London, W10","£848,000",Flat,2.0,1.0,727 sq ft
"Athlone Mansions, Portobello Square, Portobello Road, London, W10","£848,000",Apartment,2.0,1.0,727 sq ft
"Ebury Apartments, 1B Sutherland Street, London","£848,000",Apartment,1.0,1.0,704 sq ft
"Grafton Road, London","£845,000",Terraced,7.0,4.0,Ask agent
"Modena House, Hope Street, London, E14","£845,000",Apartment,2.0,2.0,780 sq ft
"63 Maida Vale, London, W9","£845,000",Apartment,2.0,1.0,"1,014 sq ft"
"Milton Road, London","£845,000",Terraced,2.0,1.0,Ask agent
"City Road, London, EC1V","£845,000",Apartment,2.0,2.0,861 sq ft
"Northway House, Whetstone, N20","£845,000",Flat,3.0,2.0,"1,055 sq ft"
"34a Islington Green, London, N1 8DU","£845,000",Maisonette,2.0,2.0,798 sq ft
"Hackney Gardens, London, E8","£845,000",Apartment,3.0,2.0,888 sq ft
"Central Tower, 300 Vauxhall Bridge Road, London, SW1V","£845,000",Apartment,2.0,2.0,840 sq ft
"Carronade Court, London, N7","£845,000",Apartment,3.0,2.0,"1,086 sq ft"
"St James Court, Orville Road, SW11","£845,000",Apartment,3.0,2.0,"1,098 sq ft"
"The Valentine, Weston Street, SE1","£845,000",Apartment,2.0,2.0,909 sq ft
"St Mark Street, Aldgate","£845,000",Flat,3.0,2.0,Ask agent
"Wendell Road, Shepherd's Bush W12","£845,000",Flat,3.0,2.0,Ask agent
"Beaufort Square, London","£845,000",Apartment,3.0,2.0,Ask agent
"Beaufort Square, London","£845,000",Apartment,3.0,2.0,Ask agent
"Milton Road, 
East Sheen, SW14","£845,000",Terraced,2.0,1.0,Ask agent
"Bridges Wharf, Battersea SW11","£845,000",Apartment,2.0,2.0,916 sq ft
"Great Portland Street, London, United Kingdom, W1W","£845,000",Apartment,1.0,1.0,705 sq ft
"Peninsula Gardens, North Greenwich, SE10","£845,000",Apartment,2.0,2.0,"1,057 sq ft"
"Chelsea Riverview, Chelsea, SW6","£845,000",Apartment,1.0,1.0,635 sq ft
"1 Camberwell Passage, Camberwell, London, SE5","£845,000",Apartment,3.0,2.0,Ask agent
"The Visage, Winchster Road, Swiss Cottage, NW3","£845,000",Apartment,2.0,2.0,Ask agent
"Chaucer Gardens, Aldgate, London, E1","£880,000",Flat,2.0,2.0,861 sq ft
"Longfield Avenue, London, NW7","£880,000",Bungalow,4.0,2.0,"1,400 sq ft"
"Charles House , 375 Kensigton High Street","£880,000",Apartment,1.0,1.0,Ask agent
"Needham Road, 
Westbourne Park, W11","£880,000",Flat,1.0,1.0,948 sq ft
"Barnfield Avenue, Kingston upon Thames, KT2","£880,000",Terraced,3.0,1.0,Ask agent
"Vicarage Court, Vicarage Gate, Kensington, W8","£880,000",Apartment,2.0,1.0,Ask agent
"Keppel House, Chelsea, London, SW3","£880,000",Flat,2.0,1.0,667 sq ft
"The Garden Flat, Winchester Street, Pimlico, London, SW1V","£880,000",Flat,2.0,1.0,655 sq ft
"Regent Canalside, 
Camden Road, NW1","£880,000",Flat,2.0,2.0,Ask agent
"Jubilee Place, London, SW3","£880,000",Apartment,1.0,1.0,631 sq ft
"The HiLight, 100 York Road, Battersea, London, SW11","£880,000",Apartment,2.0,2.0,760 sq ft
"Vicary House, Bartholomew Close, Barbican, London, EC1A","£880,000",Apartment,1.0,1.0,Ask agent
"Douglas Tower, Goodluck Hope, E14","£880,000",Apartment,2.0,2.0,991 sq ft
"The Courthouse, 70 Horseferry Road, Westminster","£880,000",Apartment,1.0,1.0,587 sq ft
"The HiLight, 100 York Road, Battersea, London, SW11","£880,000",Apartment,2.0,2.0,798 sq ft
"Holmewood Road, London, SW2","£880,000",Terraced,4.0,2.0,Ask agent
"Vaughan Way, London, E1W","£880,000",Apartment,2.0,2.0,864 sq ft
"Vicary House, Barts Square EC1A","£880,000",Apartment,1.0,1.0,540 sq ft
"The Arc, City Road, London, EC1V","£880,000",Flat,1.0,1.0,543 sq ft
"Halstead Road, Wanstead","£880,000",Terraced,5.0,2.0,Ask agent
"Hartingtons Court, Coster Avenue, Hackney, London, N4","£880,000",Flat,2.0,2.0,893 sq ft
Jubilee Place Chelsea SW3,"£880,000",Apartment,1.0,1.0,Ask agent
"Edgware Road, London","£880,000",Flat,1.0,1.0,590 sq ft
"Slades Gardens, Enfield, EN2","£880,000",End of Terrace,4.0,2.0,Ask agent
"Scarlet Oaks, Oakwood, N14","£875,000",End of Terrace,3.0,3.0,"1,340 sq ft"
"Caledonian Road, London, N1","£880,000",Flat,3.0,1.0,Ask agent
"Eversleigh Road, SW11","£880,000",Terraced,2.0,1.0,788 sq ft
"Sussex Gardens, London, W2","£880,000",Flat,2.0,,Ask agent
"The Lighterman, 1 Pilot Walk, Lower Riverside, Greenwich Peninsula, SE10","£880,000",Flat,3.0,2.0,"1,083 sq ft"
"Columbia Road, Bethnal Green E2","£880,000",Terraced,4.0,1.0,Ask agent
"Crawford Building, Whitechapel, E1","£880,000",Apartment,2.0,2.0,746 sq ft
"Hadley Way, London","£880,000",Semi-Detached,4.0,2.0,Ask agent
"Leathwaite Road, SW11","£880,000",Apartment,2.0,2.0,Ask agent
"Sky Gardens, Wandsworth Road, Nine Elms, SW8","£880,000",Apartment,2.0,2.0,731 sq ft
"Arthurdon Road, Brockley","£880,000",Terraced,3.0,1.0,Ask agent
"Chelsea Creek, London, SW6","£880,000",Flat,1.0,1.0,626 sq ft
"Brooke Road, London, N16","£880,000",Apartment,3.0,1.0,993 sq ft
"Bridge Place, London, SW1V","£880,000",Apartment,1.0,1.0,539 sq ft
"Sales Gallery,
Orchard Place,
London,
E14 0JZ","£880,000",Apartment,2.0,2.0,976 sq ft
"Cremer Street, London, E2","£880,000",Apartment,2.0,2.0,860 sq ft
"Emmanuel Road, Balham","£880,000",Maisonette,3.0,2.0,Ask agent
"North Common Road, London, W5","£880,000",Apartment,3.0,1.0,"1,122 sq ft"
"Bollinder Place, Old Street, EC1V","£880,000",Apartment,1.0,1.0,Ask agent
"Brooke Road, Stoke Newington, London, N16","£880,000",Flat,3.0,1.0,990 sq ft
"Gawber Street, London, E2","£880,000",Terraced,2.0,1.0,785 sq ft
"Legacy Building, Embassy Gardens, Nine Elms, SW11","£880,000",Apartment,1.0,1.0,Ask agent
"Damac Tower, Nine Elms, Bondway, London, SW8","£880,000",Apartment,1.0,1.0,612 sq ft
"Clapham Common North Side, London, SW4","£879,990",Apartment,3.0,2.0,834 sq ft
"Sandall Road, Ealing, W5","£879,950",Semi-Detached,3.0,1.0,Ask agent
"Runnymede Gardens, Twickenham, TW2","£879,950",Semi-Detached,5.0,3.0,Ask agent
"Hartingtons Court, Coster Avenue, Hackney, London, N4","£876,000",Flat,2.0,2.0,893 sq ft
"Moyser Road, SW16","£875,000",Terraced,3.0,1.0,Ask agent
"Beaufort Gardens, SW3","£875,000",Apartment,1.0,1.0,529 sq ft
"Sinclair Road, Brook Green, London, W14","£875,000",Apartment,2.0,1.0,Ask agent
"Ennismore Gardens, London, SW7","£875,000",Apartment,2.0,1.0,Ask agent
"Almeric Road, Battersea","£875,000",Apartment,2.0,2.0,"1,092 sq ft"
"Smyrna Road, London, NW6","£875,000",Flat,3.0,1.0,Ask agent
"Castellain Mansions, Castellain Road, Maida Vale, W9","£875,000",Apartment,2.0,1.0,930 sq ft
"Richborne Terrace, Oval, SW8","£875,000",Apartment,4.0,2.0,"1,210 sq ft"
"Teignmouth Road, Mapesbury Estate, London, NW2","£875,000",Flat,3.0,2.0,"1,014 sq ft"
"Delafield Road, Charlton, SE7","£875,000",Semi-Detached,5.0,3.0,Ask agent
"Imperial Wharf, Imperial Wharf, London, SW6","£875,000",Flat,2.0,2.0,956 sq ft
"Golf Side, Twickenham","£875,000",Terraced,4.0,2.0,"1,329 sq ft"
"Dunstans Road, East Dulwich","£875,000",Flat,3.0,2.0,Ask agent
"Helena Road, Ealing, London, W5","£875,000",Detached,3.0,3.0,"1,412 sq ft"
"Stephendale Road, Fulham, SW6","£875,000",Ground Flat,2.0,1.0,874 sq ft
"Clink Street, London Bridge","£875,000",Flat,2.0,2.0,Ask agent
"Old Brompton Road, 
South Kensington, SW5","£875,000",Flat,2.0,1.0,719 sq ft
"One Thames Quay, Canary Wharf, E14","£875,000",Apartment,2.0,2.0,Ask agent
"Capital Building, Embassy Gardens, Nine Elms, SW11","£875,000",Apartment,1.0,1.0,Ask agent
"Frobisher Road, London, N8","£875,000",Terraced,4.0,1.0,"1,480 sq ft"
"Drayton Gardens, Chelsea, London, SW10","£875,000",Flat,2.0,1.0,602 sq ft
"Ennismore Gardens, London, SW7","£875,000",Flat,2.0,1.0,685 sq ft
"Spencer Close, London, N3","£875,000",Apartment,3.0,2.0,"1,399 sq ft"
"Bramfield Road, Northcote Road","£875,000",Flat,2.0,2.0,Ask agent
"Kemble Road, Forest Hill, SE23 2DH","£875,000",Terraced,3.0,1.0,Ask agent
"Tintern Close, 
Putney Hill, SW15","£875,000",House,2.0,1.0,Ask agent
"Harper Road, 
Borough, SE1","£875,000",Flat,2.0,,"1,115 sq ft"
"Viaduct Gardens, London, SW11","£875,000",Apartment,2.0,2.0,694 sq ft
"Beverley Way, West Wimbledon, London, SW20","£875,000",Semi-Detached,3.0,2.0,"1,812 sq ft"
"Avalon Road, Ealing","£875,000",Semi-Detached,3.0,1.0,"1,116 sq ft"
"Poplar Riverside, 
Leven Road, 
London,
E14","£875,000",Apartment,3.0,2.0,"1,111 sq ft"
"Barrington Court, Gospel Oak, NW5","£875,000",House,3.0,1.0,959 sq ft
"Toyne Way, Highgate","£875,000",Terraced,3.0,3.0,Ask agent
"Oakleigh Road North, Whetstone, N20","£875,000",Semi-Detached,4.0,3.0,"1,862 sq ft"
"Blomfield Court, Little Venice, Maida Vale, London","£875,000",Apartment,2.0,2.0,Ask agent
"Crystal Palace Park Road, London, SE26","£875,000",Detached,3.0,2.0,Ask agent
"Castellain Road, Maida Vale","£875,000",Flat,3.0,1.0,Ask agent
"Dalgarno Gardens, London, W10","£875,000",Ground Flat,3.0,2.0,Ask agent
"Kemble Road, London","£875,000",House,3.0,1.0,Ask agent
"Long Street, Shoreditch, E2","£875,000",Flat,2.0,2.0,Ask agent
"Oval Village, Vauxhall, SE11","£875,000",Flat,2.0,2.0,772 sq ft
"St Anne's Hill,, London, SW18","£875,000",Apartment,2.0,2.0,Ask agent
"Green Road, Whetstone, London, N20","£875,000",End of Terrace,4.0,2.0,Ask agent
"Maltby Street, London, SE1","£875,000",Apartment,3.0,2.0,"1,183 sq ft"
"Northcott Avenue, London, N22","£875,000",Terraced,4.0,2.0,Ask agent
"Clink Street, London Bridge","£875,000",Flat,2.0,2.0,Ask agent
"William Morris Way, Fulham, SW6","£875,000",Apartment,3.0,2.0,950 sq ft
"35 Davies House, Brigade Court, SE1","£865,800",Apartment,1.0,1.0,710 sq ft
"Battersea Roof Gardens, Prospect Place, London, SW11","£875,000",Apartment,1.0,1.0,629 sq ft
"Tapestry Apartments, Kings Cross, Canal Reach, London, N1C","£875,000",Apartment,1.0,1.0,Ask agent
"Fortune Green Road, West Hampstead, London","£875,000",Apartment,2.0,2.0,"1,023 sq ft"
"Darfield Road, Brockley","£875,000",House,4.0,2.0,Ask agent
"Bulwer Road, Leytonstone, London, E11 1BY","£875,000",Terraced,4.0,1.0,Ask agent
"Marsh Wall, Canary Wharf, E14 9TB","£875,000",Apartment,1.0,1.0,Ask agent
"Belsize Park Gardens, London, NW3","£875,000",Apartment,2.0,1.0,Ask agent
